Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0005515~protein binding	181	85.78199052132702	1.1231990500558323E-10	RB1, APP, NCF1, PEBP1, PLAT, RORA, AHR, COMT, MPO, TNF, MYLK, ICAM1, IGF1R, NR3C2, RPS6KA3, CCND3, HPGDS, IGHG1, CCND1, PLAU, CHEK2, RPS6KA1, CHEK1, NAMPT, ADORA1, PIM1, AKT1, NEK2, CAPN1, EPHB2, ROS1, SKP1, IGFBP1, ST6GAL1, MAP2K1, G6PD, IGFBP5, CSNK2A1, DAPK1, IGFBP4, IGFBP3, IGFBP2, PRKCD, MIF, CDC25C, CDC25A, CDC25B, AR, ADAM17, SLPI, SOAT1, TAGLN2, EZR, PTGES, CSF1R, CHRNA3, PFKFB3, MAOB, CHRNA7, TNFRSF11B, HIF1A, DPP4, LDHB, LDHA, CCNB1, NUAK1, TERT, ABL1, HMOX1, IGFBP6, NAE1, APOB, MCL1, CREBBP, JUN, NEK6, INSR, EPHX1, PLK1, BRAF, NFKB1, IL2, BMP4, IL6, BMP1, CDK6, CDK4, CDK2, PDE3A, BCL2, CDK1, NOX1, BCL2L1, FGFR1, CDKN1C, TOP2A, CDKN1A, CXCL8, HSP90AB1, THRA, PIK3CD, ECE1, HMGB1, KIF11, PIK3CG, IKBKB, PPP3CA, LASP1, XPO1, CA4, CTSH, CTSG, SCN5A, CTSD, CTSC, SREBF1, DUSP3, MMP7, PARP1, SYK, MME, PDE4D, MMP2, MMP3, AVPR1A, F3, SIRT1, MMP9, CCNA2, HCK, MMP14, PIK3CA, LCK, PPARG, PPARA, TKT, MET, MGLL, PTGER4, ROCK2, HDAC1, GSTP1, CXCR4, HTT, PTGS2, HDAC6, RELA, EGFR, PTGS1, RXRB, MAPK8, POLD1, ALOX5, ERBB2, CXCR2, KISS1R, HAS2, STAT6, SNCA, CDKN2D, GABBR1, BAD, STAT1, STAT3, NR1H3, MAPK14, MTOR, SOD1, VEGFA, MAPK10, FABP3, RPS6KB1, FABP5, AXL, SCD, QPCT, CCNG1, ALOX5AP, BAX, ERCC5, PTPN6	210	12657	18967	1.291597346847406	7.188475337205347E-8	4.2285140707984274E-9	3.732985078126737E-9
GOTERM_MF_DIRECT	GO:0004714~transmembrane receptor protein tyrosine kinase activity	11	5.213270142180095	3.337360343490111E-10	CSF1R, AXL, INSR, ERBB2, EPHB2, EPHA1, ROS1, MET, EGFR, FGFR1, IGF1R	210	54	18967	18.39832451499118	2.1359104207530066E-7	1.0992738120521559E-8	9.704526622022939E-9
GOTERM_MF_DIRECT	GO:0004879~RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding	11	5.213270142180095	3.337360343490111E-10	RXRB, SREBF1, AR, THRA, STAT3, NR1H3, PPARG, RORA, AHR, PPARA, NR3C2	210	54	18967	18.39832451499118	2.1359104207530066E-7	1.0992738120521559E-8	9.704526622022939E-9
GOTERM_MF_DIRECT	GO:0019903~protein phosphatase binding	13	6.161137440758294	3.435230662662987E-10	CSF1R, BAD, STAT3, MAPK14, EGFR, MAPK8, LCK, ERBB2, NEK2, STAT6, PPARG, MET, ROS1	210	91	18967	12.902721088435374	2.1985475917585262E-7	1.0992738120521559E-8	9.704526622022939E-9
GOTERM_MF_DIRECT	GO:0008233~peptidase activity	12	5.687203791469194	2.2528340269765655E-8	APP, ADAM17, ACE, BMP1, MMP1, MMP3, CTSH, CTSG, CAPN1, MMP8, CTSD, MMP9	210	105	18967	10.322176870748299	1.4418034016361325E-5	6.865779891738104E-7	6.061196310675046E-7
GOTERM_MF_DIRECT	GO:0008270~zinc ion binding	31	14.691943127962084	4.516223110846888E-8	THRA, MPI, RORA, ECE1, HDAC6, NR3C2, RXRB, CA4, CA14, SNCA, CREBBP, MMP7, ACE, PARP1, MME, MMP1, MMP2, MMP3, NR1H3, MMP8, MMP9, MMP10, SOD1, MMP12, AR, MMP14, BMP1, MMP13, QPCT, PPARG, PPARA	210	888	18967	3.1530298155298158	2.8903410823288844E-5	1.3138103595190946E-6	1.1598482080129508E-6
GOTERM_MF_DIRECT	GO:0001968~fibronectin binding	7	3.3175355450236967	1.1887763146561183E-6	IGFBP5, MMP2, IGFBP3, IGFBP6, EPHA1, CTSS, VEGFA	210	32	18967	19.757291666666667	7.605279454785396E-4	3.3078993103474596E-5	2.9202548599161168E-5
GOTERM_MF_DIRECT	GO:0005520~insulin-like growth factor binding	6	2.843601895734597	3.5008999293582842E-6	IGFBP1, IGFBP5, IGFBP3, IGFBP2, IGFBP6, IGF1R	210	22	18967	24.63246753246753	0.002238071651390894	9.335733144955425E-5	8.241701917030961E-5
GOTERM_MF_DIRECT	GO:0031625~ubiquitin protein ligase binding	15	7.109004739336493	1.1145615177047062E-5	RB1, CDKN1A, JUN, HSP90AB1, PARP1, NEK6, CXCR4, HIF1A, EGFR, RELA, HDAC6, CHEK2, BCL2, NAE1, SCN5A	210	315	18967	4.300907029478458	0.007107852341346699	2.853277485324048E-4	2.518909030012636E-4
GOTERM_MF_DIRECT	GO:0016538~cyclin-dependent protein serine/threonine kinase regulator activity	6	2.843601895734597	2.447620454486226E-5	CCNA2, CCND3, CCNB1, CCND1, CDK4, CCNG1	210	32	18967	16.93482142857143	0.015542905264379181	6.024911887966096E-4	5.318867526095068E-4
GOTERM_MF_DIRECT	GO:0051434~BH3 domain binding	4	1.8957345971563981	2.5741274874896742E-5	BCL2, BAX, BCL2L1, MCL1	210	6	18967	60.212698412698415	0.016339663456323206	6.10163552590145E-4	5.386600112709874E-4
GOTERM_MF_DIRECT	GO:0061629~RNA polymerase II sequence-specific DNA binding transcription factor binding	11	5.213270142180095	4.393740627608746E-5	RB1, AR, CREBBP, JUN, PARP1, HDAC1, STAT3, AHR, HMGB1, PPARA, HIF1A	210	187	18967	5.312885154061624	0.02772885512842227	0.0010042835720248562	8.865940909281933E-4
GOTERM_MF_DIRECT	GO:0004708~MAP kinase kinase activity	5	2.3696682464454977	4.876607242774837E-5	MAPK10, MAP2K1, MAPK8, BRAF, MAPK14	210	19	18967	23.768170426065165	0.03072901061451172	0.0010762167708192744	9.500976179888906E-4
GOTERM_MF_DIRECT	GO:0000976~transcription regulatory region sequence-specific DNA binding	12	5.687203791469194	6.96170228580785E-5	AR, JUN, THRA, STAT3, NR1H3, PPARG, AHR, HMGB1, TNF, RELA, NFKB1, SNCA	210	238	18967	4.55390156062425	0.04357838721297003	0.0014851631543056746	0.0013111205971604784
GOTERM_MF_DIRECT	GO:0042826~histone deacetylase binding	9	4.265402843601896	1.2085116657684552E-4	TOP2A, MAPK8, HSP90AB1, CCND1, PARP1, HDAC1, HIF1A, RELA, HDAC6	210	134	18967	6.066204690831557	0.07443361485328848	0.002494991826102617	0.002202609971481217
GOTERM_MF_DIRECT	GO:0008237~metallopeptidase activity	7	3.3175355450236967	1.3147181711549942E-4	ADAM17, ACE, BMP1, MMP7, MMP2, MMP3, MMP9	210	71	18967	8.90469483568075	0.08070434503792634	0.0026294363423099883	0.0023212992709455366
GOTERM_MF_DIRECT	GO:0047485~protein N-terminus binding	8	3.7914691943127963	1.941983306090626E-4	MAP2K1, CSNK2A1, TERT, PARP1, HDAC1, ALOX5AP, ERCC5, RELA	210	108	18967	6.690299823633158	0.11688425136275882	0.0037662706542363656	0.0033249108119430414
GOTERM_MF_DIRECT	GO:0004693~cyclin-dependent protein serine/threonine kinase activity	5	2.3696682464454977	2.7411601683375854E-4	CCND3, CDK6, CDK4, CDK2, CDK1	210	29	18967	15.572249589490967	0.16092761410128142	0.0050969634458677806	0.00449966304205515
GOTERM_MF_DIRECT	GO:0000287~magnesium ion binding	11	5.213270142180095	2.797729027759099E-4	TOP2A, RPS6KA3, HPGDS, NEK6, RPS6KA1, PLK1, CDK2, ABL1, COMT, TKT, SNCA	210	234	18967	4.245767195767196	0.16396074375577596	0.0050969634458677806	0.00449966304205515
GOTERM_MF_DIRECT	GO:0005125~cytokine activity	10	4.739336492890995	2.8670419383006266E-4	BMP4, IL6, BMP1, NAMPT, TNFRSF11B, HMGB1, MIF, TNF, IL2, VEGFA	210	192	18967	4.704117063492063	0.16766226817602292	0.0050969634458677806	0.00449966304205515
GOTERM_MF_DIRECT	GO:0043560~insulin receptor substrate binding	4	1.8957345971563981	3.4767497379404623E-4	PIK3CA, INSR, PRKCD, IGF1R	210	13	18967	27.79047619047619	0.19952555681510187	0.006013837384545665	0.00530909081604422
GOTERM_MF_DIRECT	GO:0019904~protein domain specific binding	11	5.213270142180095	4.990341072965659E-4	CCNA2, THRA, INSR, CHEK1, CDK2, SCN5A, EZR, PPARA, GUSB, HIF1A, SKP1	210	252	18967	3.942498110355253	0.2734598600808973	0.008404784964994794	0.007419849226909467
GOTERM_MF_DIRECT	GO:0030332~cyclin binding	5	2.3696682464454977	5.738845596014946E-4	CDKN1A, CDK6, CDK4, CDK2, CDK1	210	35	18967	12.902721088435372	0.3074615703628393	0.009417592772947602	0.008313968619867806
GOTERM_MF_DIRECT	GO:0005102~receptor binding	14	6.6350710900473935	6.80168497492024E-4	IGFBP1, APP, SYK, IGFBP4, STAT3, IGFBP2, PLAT, DPP4, AR, HCK, LCK, IGFBP6, EPHB2, GUSB	210	412	18967	3.069093851132686	0.3530303839695559	0.010882695959872384	0.00960738002707484
GOTERM_MF_DIRECT	GO:0042277~peptide binding	6	2.843601895734597	9.191695517830519E-4	HSP90AB1, RPS6KB1, MME, PPARG, AVPR1A, RELA	210	68	18967	7.969327731092437	0.4448622723972038	0.014348012515637883	0.01266660479896157
GOTERM_MF_DIRECT	GO:0042056~chemoattractant activity	5	2.3696682464454977	9.595543672461808E-4	BMP4, APP, HMGB1, MIF, VEGFA	210	40	18967	11.289880952380951	0.45903982791976616	0.014619148962175667	0.012905967443170708
GOTERM_MF_DIRECT	GO:0097110~scaffold protein binding	6	2.843601895734597	9.822240708961777E-4	IKBKB, MAP2K1, SYK, PDE4D, BRAF, SCN5A	210	69	18967	7.853830227743271	0.4668392642142778	0.014619148962175667	0.012905967443170708
GOTERM_MF_DIRECT	GO:0046982~protein heterodimerization activity	13	6.161137440758294	0.0011052382579242379	TOP2A, APP, GABBR1, AHR, HIF1A, IKBKB, ERBB2, ADORA1, BCL2, BAX, NAE1, MCL1, BCL2L1	210	381	18967	3.0817522809648796	0.5072452384833986	0.015955831769325815	0.014086007733857948
GOTERM_MF_DIRECT	GO:0043548~phosphatidylinositol 3-kinase binding	4	1.8957345971563981	0.0011218944212807215	LCK, AXL, INSR, IGF1R	210	19	18967	19.014536340852136	0.5124758728525519	0.015955831769325815	0.014086007733857948
GOTERM_MF_DIRECT	GO:0035004~phosphatidylinositol 3-kinase activity	3	1.4218009478672986	0.0011823020316018788	PIK3CA, PIK3CD, PIK3CG	210	5	18967	54.19142857142857	0.5309852031736072	0.016449419570113095	0.014521753214240467
GOTERM_MF_DIRECT	GO:0002039~p53 binding	6	2.843601895734597	0.0012669935017706414	NUAK1, CREBBP, HDAC1, HTT, HIF1A, SIRT1	210	73	18967	7.423483365949119	0.5557598403401602	0.017252677470919374	0.015230879329796007
GOTERM_MF_DIRECT	GO:0008022~protein C-terminus binding	9	4.265402843601896	0.0013330592219401916	TOP2A, MAP2K1, TERT, LCK, ERBB2, ABL1, PPARG, EZR, SIRT1	210	192	18967	4.233705357142857	0.57417510546992	0.017774122959202557	0.015691217924921008
GOTERM_MF_DIRECT	GO:0004715~non-membrane spanning protein tyrosine kinase activity	5	2.3696682464454977	0.0016274577732760989	HCK, SYK, LCK, PRKCD, ABL1	210	46	18967	9.817287784679088	0.6474001567645284	0.021256591324422515	0.018765584528591752
GOTERM_MF_DIRECT	GO:0020037~heme binding	8	3.7914691943127963	0.0016783542119649228	TBXAS1, CYP51A1, CAT, HMOX1, PTGS2, MPO, CYP19A1, PTGS1	210	155	18967	4.66162826420891	0.6587190036532304	0.021482933913151012	0.01896540259520363
GOTERM_MF_DIRECT	GO:0001618~virus receptor activity	6	2.843601895734597	0.0019059232248720905	DPP4, AXL, CDK1, CXCR4, EGFR, ICAM1	210	80	18967	6.773928571428571	0.7050515715923833	0.023478362472975592	0.020726991870673762
GOTERM_MF_DIRECT	GO:0001784~phosphotyrosine binding	5	2.3696682464454977	0.0019076169509292668	HCK, SYK, LCK, ABL1, PTPN6	210	48	18967	9.408234126984127	0.7053717280802054	0.023478362472975592	0.020726991870673762
GOTERM_MF_DIRECT	GO:0001222~transcription corepressor binding	5	2.3696682464454977	0.002059484293197638	STAT1, HDAC1, NEK6, RORA, HDAC6	210	49	18967	9.21622934888241	0.7327121432674537	0.024869244295216763	0.021954879729371046
GOTERM_MF_DIRECT	GO:0035005~1-phosphatidylinositol-4-phosphate 3-kinase activity	3	1.4218009478672986	0.0024469430586278682	PIK3CA, PIK3CD, PIK3CG	210	7	18967	38.708163265306126	0.7915305348427475	0.02796506352717564	0.02468790764508474
GOTERM_MF_DIRECT	GO:0046934~phosphatidylinositol-4,5-bisphosphate 3-kinase activity	3	1.4218009478672986	0.0024469430586278682	PIK3CA, PIK3CD, PIK3CG	210	7	18967	38.708163265306126	0.7915305348427475	0.02796506352717564	0.02468790764508474
GOTERM_MF_DIRECT	GO:0004711~ribosomal protein S6 kinase activity	3	1.4218009478672986	0.0024469430586278682	RPS6KA3, RPS6KB1, RPS6KA1	210	7	18967	38.708163265306126	0.7915305348427475	0.02796506352717564	0.02468790764508474
GOTERM_MF_DIRECT	GO:0051117~ATPase binding	6	2.843601895734597	0.0026184189861117686	PPP3CA, AR, LCK, PDE4D, EZR, EGFR	210	86	18967	6.301328903654485	0.8132502784879978	0.029399792124763714	0.025954503985142967
GOTERM_MF_DIRECT	GO:0044877~macromolecular complex binding	12	5.687203791469194	0.0027620843612210684	CDKN1C, SREBF1, PPP3CA, CDKN1A, CCND1, THRA, INSR, ALOX5AP, BRAF, ERCC5, EPHB2, PPARA	210	370	18967	2.9292664092664094	0.8296976361888426	0.030478172261749724	0.026906511449825924
GOTERM_MF_DIRECT	GO:0000405~bubble DNA binding	3	1.4218009478672986	0.003238954738336134	ABL1, ERCC5, HMGB1	210	8	18967	33.86964285714286	0.8746061084893336	0.034548850542252096	0.030500157119331926
GOTERM_MF_DIRECT	GO:0030235~nitric-oxide synthase regulator activity	3	1.4218009478672986	0.003238954738336134	HSP90AB1, AKT1, EGFR	210	8	18967	33.86964285714286	0.8746061084893336	0.034548850542252096	0.030500157119331926
GOTERM_MF_DIRECT	GO:0003700~transcription factor activity, sequence-specific DNA binding	16	7.5829383886255926	0.0033532030694209992	SREBF1, JUN, THRA, STAT1, STAT3, RORA, AHR, HIF1A, RELA, NFKB1, NR3C2, RXRB, AR, STAT6, PPARG, PPARA	210	613	18967	2.3574302804319123	0.8834757762901273	0.03518114695785966	0.031058356298735487
GOTERM_MF_DIRECT	GO:0004364~glutathione transferase activity	4	1.8957345971563981	0.003526381712085469	HPGDS, GSTP1, ALOX5AP, PTGES	210	28	18967	12.902721088435376	0.8957405727737003	0.036401359608624194	0.03213557527948855
GOTERM_MF_DIRECT	GO:0003682~chromatin binding	14	6.6350710900473935	0.0036304293613766262	TOP2A, SREBF1, APP, CREBBP, JUN, PARP1, MPO, EGFR, RELA, NFKB1, AR, POLD1, CDK1, PPARG	210	498	18967	2.53908969210174	0.90248047186995	0.0368805522425562	0.03255861252663165
GOTERM_MF_DIRECT	GO:0008201~heparin binding	8	3.7914691943127963	0.0037562806582049756	BMP4, APP, CXCL8, CTSG, APOB, MPO, FGFR1, VEGFA	210	179	18967	4.0366054801809	0.9100540231430772	0.03756280658204976	0.0331609151857158
GOTERM_MF_DIRECT	GO:0052812~phosphatidylinositol-3,4-bisphosphate 5-kinase activity	3	1.4218009478672986	0.004134228179445241	PIK3CA, PIK3CD, PIK3CG	210	9	18967	30.106349206349204	0.9294469624165138	0.04070624668992238	0.03593598340594709
GOTERM_MF_DIRECT	GO:0043565~sequence-specific DNA binding	11	5.213270142180095	0.004958689918655574	RXRB, MMP12, AR, THRA, BCL2, NR1H3, PPARG, RORA, PPARA, HIF1A, NR3C2	210	344	18967	2.888109080841639	0.9584748499514768	0.048084265877872234	0.04244939097030908
GOTERM_MF_DIRECT	GO:0016303~1-phosphatidylinositol-3-kinase activity	3	1.4218009478672986	0.005130413500874326	PIK3CA, PIK3CD, PIK3CG	210	10	18967	27.095714285714283	0.9628174727529726	0.0490069349337249	0.04326393474617902
GOTERM_MF_DIRECT	GO:0019900~kinase binding	6	2.843601895734597	0.0063883203446269445	RB1, LDHB, HSP90AB1, PRKCD, HTT, EGFR	210	106	18967	5.1123989218328845	0.9834544866507178	0.05927178382846411	0.05232587166106597
GOTERM_MF_DIRECT	GO:0003684~damaged DNA binding	5	2.3696682464454977	0.0063902391940062865	CREBBP, PARP1, POLD1, ERCC5, HMGB1	210	67	18967	6.740227434257285	0.9834749236194276	0.05927178382846411	0.05232587166106597
GOTERM_MF_DIRECT	GO:0033558~protein deacetylase activity	3	1.4218009478672986	0.007416313794683993	HDAC1, SIRT1, HDAC6	210	12	18967	22.579761904761902	0.9914696840951809	0.06530626784417831	0.05765318958118867
GOTERM_MF_DIRECT	GO:0032041~NAD-dependent histone deacetylase activity (H3-K14 specific)	3	1.4218009478672986	0.007416313794683993	HDAC1, SIRT1, HDAC6	210	12	18967	22.579761904761902	0.9914696840951809	0.06530626784417831	0.05765318958118867
GOTERM_MF_DIRECT	GO:0004861~cyclin-dependent protein serine/threonine kinase inhibitor activity	3	1.4218009478672986	0.007416313794683993	CDKN1C, CDKN2D, CDKN1A	210	12	18967	22.579761904761902	0.9914696840951809	0.06530626784417831	0.05765318958118867
GOTERM_MF_DIRECT	GO:0051087~chaperone binding	6	2.843601895734597	0.007448996175976589	APP, TERT, BAX, CDC25A, CTSC, SOD1	210	110	18967	4.9264935064935065	0.9916475656075827	0.06530626784417831	0.05765318958118867
GOTERM_MF_DIRECT	GO:0051219~phosphoprotein binding	4	1.8957345971563981	0.008378066788559034	RB1, PLAT, MTOR, SNCA	210	38	18967	9.507268170426068	0.9954130980303428	0.07245895600915922	0.06396767210183586
GOTERM_MF_DIRECT	GO:0005178~integrin binding	7	3.3175355450236967	0.008671227914017908	APP, MMP14, ADAM17, VCAM1, SYK, HMGB1, ICAM1	210	160	18967	3.951458333333333	0.9962039215398105	0.07327596508179987	0.06468893792377645
GOTERM_MF_DIRECT	GO:0008353~RNA polymerase II carboxy-terminal domain kinase activity	3	1.4218009478672986	0.008701520853463734	CDK6, CDK4, CDK1	210	13	18967	20.84285714285714	0.996277441555166	0.07327596508179987	0.06468893792377645
GOTERM_MF_DIRECT	GO:0003690~double-stranded DNA binding	6	2.843601895734597	0.00992736635040486	JUN, STAT1, ERCC5, PPARG, HMGB1, EGFR	210	118	18967	4.592493946731235	0.9983137726488697	0.08251317486050791	0.07284366218154216
GOTERM_MF_DIRECT	GO:0016702~oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	3	1.4218009478672986	0.010078622860502609	ALOX5, PTGS2, PTGS1	210	14	18967	19.354081632653063	0.9984708509340289	0.08269639270155986	0.07300540918184582
GOTERM_MF_DIRECT	GO:0042169~SH2 domain binding	4	1.8957345971563981	0.010334955463171541	SYK, LCK, ABL1, PTPN6	210	41	18967	8.811614401858304	0.9987044091732511	0.08372622147379477	0.07391455489483444
GOTERM_MF_DIRECT	GO:0048156~tau protein binding	4	1.8957345971563981	0.011774458381838538	HSP90AB1, ROCK2, HDAC6, SNCA	210	43	18967	8.401771871539314	0.9994896270523929	0.0941956670547083	0.08315711232173467
